Molecule,ConfVAE_OPLS4,Diamond Energy OPLS4,
c4,3,3,
c7n,70,71,
c8a,19,25,
c12p,7,9,
c15helix,256,672,
c17l,2155,5125,
e12,5,7,
e27,23,38,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
